time,h_min,d_min,trajectory_error,pos_ee_x,pos_ee_y,pos_ee_z,vel_ee_x,vel_ee_y,vel_ee_z,v_rel_min,scaling
1763636833.253391981,0.468293234,0.901088990,0.091209094,0.193356786,-0.323191699,1.322077064,-0.025702972,0.050543548,-0.012959257,-0.391192148,0.604000000,
1763636833.255428791,0.468879699,0.901220040,0.091171098,0.193305243,-0.323090458,1.322051103,-0.025840043,0.050697601,-0.013001733,-0.390634275,0.606000000,
1763636833.257504225,0.469467528,0.901351387,0.091133117,0.193253426,-0.322988909,1.322025057,-0.025977195,0.050851548,-0.013044065,-0.390074848,0.608000000,
1763636833.259438276,0.470223290,0.901233949,0.091095151,0.193201334,-0.322887052,1.321998927,-0.026114426,0.051005390,-0.013086252,-0.389131289,0.610000000,
1763636833.261708021,0.471067365,0.900984567,0.091057199,0.193148968,-0.322784888,1.321972712,-0.026251738,0.051159127,-0.013128293,-0.387984548,0.612000000,
1763636833.263894081,0.471909923,0.900735865,0.091019263,0.193096327,-0.322682416,1.321946414,-0.026389130,0.051312757,-0.013170189,-0.386839554,0.614000000,
1763636833.265553474,0.472752106,0.900487559,0.090981341,0.193043411,-0.322579637,1.321920032,-0.026526603,0.051466282,-0.013211938,-0.385694825,0.616000000,
1763636833.267662764,0.473595053,0.900239362,0.090943434,0.192990221,-0.322476551,1.321893566,-0.026664157,0.051619699,-0.013253540,-0.384548884,0.618000000,
1763636833.269739866,0.474437099,0.899991693,0.090905542,0.192936755,-0.322373158,1.321867018,-0.026801792,0.051773009,-0.013294994,-0.383403890,0.620000000,
1763636833.271791935,0.475278657,0.899744450,0.090867665,0.192883013,-0.322269459,1.321840386,-0.026939508,0.051926212,-0.013336300,-0.382259308,0.622000000,
1763636833.273914576,0.476120137,0.899497531,0.090829802,0.192828997,-0.322165453,1.321813672,-0.027077305,0.052079306,-0.013377458,-0.381114604,0.624000000,
1763636833.275968552,0.476960916,0.899251092,0.090791955,0.192774704,-0.322061142,1.321786877,-0.027215184,0.052232293,-0.013418466,-0.379970588,0.626000000,
1763636833.277998686,0.477801300,0.899005058,0.090754122,0.192720136,-0.321956524,1.321759999,-0.027353145,0.052385170,-0.013459325,-0.378826860,0.628000000,
1763636833.280054569,0.478640667,0.898759585,0.090716304,0.192665291,-0.321851601,1.321733039,-0.027491188,0.052537938,-0.013500033,-0.377684231,0.630000000,
1763636833.282498121,0.479512345,0.898506376,0.090678500,0.192610171,-0.321746372,1.321705999,-0.027629312,0.052690597,-0.013540590,-0.376499469,0.632000000,
1763636833.284507990,0.480350376,0.898261860,0.090640712,0.192554774,-0.321640839,1.321678877,-0.027767519,0.052843146,-0.013580996,-0.375358124,0.634000000,
1763636833.286652088,0.481188518,0.898017626,0.090602938,0.192499101,-0.321535000,1.321651675,-0.027905808,0.052995584,-0.013621250,-0.374216410,0.636000000,
1763636833.288632631,0.482025115,0.897774086,0.090565179,0.192443151,-0.321428856,1.321624392,-0.028044179,0.053147912,-0.013661352,-0.373076478,0.638000000,
1763636833.290574312,0.482861404,0.897530933,0.090527435,0.192386924,-0.321322408,1.321597030,-0.028182633,0.053300128,-0.013701300,-0.371936721,0.640000000,
1763636833.292684793,0.484370023,0.897321497,0.090489705,0.192330420,-0.321215656,1.321569587,-0.028321170,0.053452233,-0.013741095,-0.370173158,0.642000000,
1763636833.294768095,0.486501671,0.897137182,0.090451991,0.192273639,-0.321108599,1.321542065,-0.028459790,0.053604226,-0.013780736,-0.367823969,0.644000000,
1763636833.296689510,0.488583527,0.896956992,0.090414291,0.192216581,-0.321001239,1.321514464,-0.028598493,0.053756107,-0.013820223,-0.365528690,0.646000000,
1763636833.298767805,0.490665316,0.896777221,0.090376605,0.192159245,-0.320893575,1.321486784,-0.028737279,0.053907875,-0.013859554,-0.363233520,0.648000000,
1763636833.300808668,0.492746542,0.896597908,0.090338935,0.192101632,-0.320785608,1.321459026,-0.028876149,0.054059529,-0.013898729,-0.360938997,0.650000000,
1763636833.302886248,0.494827201,0.896419053,0.090301279,0.192043741,-0.320677337,1.321431190,-0.029015102,0.054211071,-0.013937748,-0.358645124,0.652000000,
1763636833.304833174,0.496906054,0.896240750,0.090263638,0.191985571,-0.320568763,1.321403275,-0.029154139,0.054362498,-0.013976610,-0.356353242,0.654000000,
1763636833.306776047,0.498982605,0.896063034,0.090226012,0.191927124,-0.320459887,1.321375283,-0.029293260,0.054513811,-0.014015315,-0.354063888,0.656000000,
1763636833.308900118,0.501057593,0.895885852,0.090188400,0.191868398,-0.320350708,1.321347214,-0.029432464,0.054665009,-0.014053862,-0.351776264,0.658000000,
1763636833.310943842,0.503133488,0.895709024,0.090150803,0.191809394,-0.320241227,1.321319068,-0.029571753,0.054816091,-0.014092251,-0.349487698,0.660000000,
1763636833.313264370,0.505264917,0.895528561,0.090113221,0.191750111,-0.320131444,1.321290845,-0.029711126,0.054967059,-0.014130480,-0.347139130,0.662000000,
1763636833.315468311,0.507417012,0.895347030,0.090075653,0.191690550,-0.320021359,1.321262546,-0.029850583,0.055117910,-0.014168550,-0.344768272,0.664000000,
1763636833.317526340,0.509493866,0.895171420,0.090038100,0.191630709,-0.319910972,1.321234171,-0.029990126,0.055268645,-0.014206460,-0.342478801,0.666000000,
1763636833.319600344,0.511570133,0.894996278,0.090000562,0.191570589,-0.319800285,1.321205720,-0.030129752,0.055419263,-0.014244210,-0.340190009,0.668000000,
1763636833.321627617,0.513705856,0.894817255,0.089963038,0.191510190,-0.319689296,1.321177194,-0.030269464,0.055569764,-0.014281798,-0.337836996,0.670000000,
1763636833.323647022,0.515796994,0.894641901,0.089925530,0.191449511,-0.319578006,1.321148593,-0.030409260,0.055720147,-0.014319224,-0.335532223,0.672000000,
1763636833.325806618,0.518334743,0.894503872,0.089888035,0.191388553,-0.319466415,1.321119918,-0.030549142,0.055870413,-0.014356489,-0.332722491,0.674000000,
1763636833.327683926,0.521150393,0.894394770,0.089850556,0.191327314,-0.319354524,1.321091167,-0.030689109,0.056020560,-0.014393590,-0.329596881,0.676000000,
1763636833.329769611,0.523965480,0.894286345,0.089813091,0.191265796,-0.319242333,1.321062343,-0.030829161,0.056170588,-0.014430529,-0.326471993,0.678000000,
1763636833.331754923,0.526778333,0.894178647,0.089775641,0.191203998,-0.319129842,1.321033445,-0.030969299,0.056320497,-0.014467303,-0.323349653,0.680000000,
1763636833.333888531,0.529593608,0.894071535,0.089738205,0.191141919,-0.319017051,1.321004474,-0.031109523,0.056470286,-0.014503913,-0.320224769,0.682000000,
1763636833.335880518,0.532407639,0.893965122,0.089700784,0.191079560,-0.318903961,1.320975430,-0.031249832,0.056619955,-0.014540358,-0.317101353,0.684000000,
1763636833.337949276,0.535222752,0.893859339,0.089663378,0.191016920,-0.318790571,1.320946313,-0.031390228,0.056769504,-0.014576638,-0.313976862,0.686000000,
1763636833.339945793,0.538037610,0.893754227,0.089625986,0.190953999,-0.318676883,1.320917123,-0.031530709,0.056918932,-0.014612752,-0.311160995,0.688000000,
1763636833.342046738,0.540853208,0.893649758,0.089588609,0.190890797,-0.318562896,1.320887862,-0.031671276,0.057068239,-0.014648699,-0.309048683,0.690000000,
1763636833.344105721,0.542544637,0.893545953,0.089551246,0.190827313,-0.318448610,1.320858529,-0.031811930,0.057217424,-0.014684479,-0.306935400,0.692000000,
1763636833.346319914,0.544148332,0.893443746,0.089513898,0.190763549,-0.318334026,1.320829124,-0.031952671,0.057366487,-0.014720092,-0.304844692,0.694000000,
1763636833.348458767,0.545770483,0.893341238,0.089476565,0.190699503,-0.318219144,1.320799649,-0.032093498,0.057515427,-0.014755536,-0.302728749,0.696000000,
1763636833.350590229,0.547393261,0.893239340,0.089439246,0.190635175,-0.318103964,1.320770102,-0.032234411,0.057664245,-0.014790811,-0.300610362,0.698000000,
1763636833.352737188,0.549015695,0.893138103,0.089401942,0.190570565,-0.317988487,1.320740485,-0.032375412,0.057812939,-0.014825918,-0.298490771,0.700000000,
1763636833.354808569,0.550638169,0.893037508,0.089364652,0.190505673,-0.317872713,1.320710799,-0.032516499,0.057961509,-0.014860854,-0.296369487,0.702000000,
1763636833.356681585,0.552267455,0.892937224,0.089327377,0.190440499,-0.317756641,1.320681042,-0.032657674,0.058109956,-0.014895621,-0.294237817,0.704000000,
1763636833.358781099,0.554490891,0.893095228,0.089290117,0.190375042,-0.317640273,1.320651216,-0.032798936,0.058258278,-0.014930216,-0.291565593,0.706000000,
1763636833.360579491,0.557928475,0.893772475,0.089252871,0.190309303,-0.317523608,1.320621321,-0.032940285,0.058406475,-0.014964640,-0.287785246,0.708000000,
1763636833.362740993,0.561372995,0.894451406,0.089215640,0.190243281,-0.317406647,1.320591358,-0.033081721,0.058554546,-0.014998892,-0.283996796,0.710000000,
1763636833.364757299,0.564813544,0.895129850,0.089178423,0.190176976,-0.317289390,1.320561326,-0.033223245,0.058702492,-0.015032972,-0.280212134,0.712000000,
1763636833.366836548,0.568250124,0.895807809,0.089141221,0.190110388,-0.317171837,1.320531226,-0.033364857,0.058850311,-0.015066879,-0.276431257,0.714000000,
1763636833.368878126,0.571685561,0.896485844,0.089104033,0.190043517,-0.317053989,1.320501058,-0.033506557,0.058998004,-0.015100612,-0.272651085,0.716000000,
1763636833.370973110,0.575116630,0.897163313,0.089066860,0.189976362,-0.316935845,1.320470824,-0.033648344,0.059145570,-0.015134171,-0.268875136,0.718000000,
1763636833.372915506,0.578546557,0.897840859,0.089029702,0.189908923,-0.316817407,1.320440522,-0.033790220,0.059293008,-0.015167555,-0.265099890,0.720000000,
1763636833.374945641,0.581974537,0.898518322,0.088992558,0.189841201,-0.316698673,1.320410154,-0.033932183,0.059440319,-0.015200765,-0.261326227,0.722000000,
1763636833.377406359,0.585405003,0.899196588,0.088955428,0.189773195,-0.316579645,1.320379719,-0.034074235,0.059587501,-0.015233798,-0.257549310,0.724000000,
1763636833.379429817,0.588931825,0.899894394,0.088918313,0.189704904,-0.316460323,1.320349219,-0.034216376,0.059734555,-0.015266656,-0.253666738,0.726000000,
1763636833.381341934,0.592359171,0.900572656,0.088881213,0.189636329,-0.316340707,1.320318652,-0.034358605,0.059881479,-0.015299336,-0.249892134,0.728000000,
1763636833.383502007,0.595825238,0.901258959,0.088844127,0.189567469,-0.316220798,1.320288021,-0.034500922,0.060028274,-0.015331839,-0.246074744,0.730000000,
1763636833.385591269,0.599251897,0.901937701,0.088807055,0.189498325,-0.316100594,1.320257325,-0.034643328,0.060174939,-0.015364165,-0.242299803,0.732000000,
1763636833.387642384,0.602673791,0.902615799,0.088769998,0.189428896,-0.315980098,1.320226565,-0.034785823,0.060321474,-0.015396312,-0.238529519,0.734000000,
1763636833.389758825,0.606096956,0.903294460,0.088732956,0.189359182,-0.315859309,1.320195740,-0.034928407,0.060467878,-0.015428280,-0.234757307,0.736000000,
1763636833.391774654,0.609702654,0.904008964,0.088695928,0.189289182,-0.315738226,1.320164852,-0.035071080,0.060614151,-0.015460069,-0.230762385,0.738000000,
1763636833.393713713,0.614245583,0.904906199,0.088658914,0.189218897,-0.315616852,1.320133900,-0.035213842,0.060760292,-0.015491677,-0.225626164,0.740000000,
1763636833.395763159,0.618793449,0.905804655,0.088621915,0.189148327,-0.315495185,1.320102885,-0.035356693,0.060906301,-0.015523106,-0.220483455,0.742000000,
1763636833.397799730,0.623334555,0.906702007,0.088584930,0.189077471,-0.315373227,1.320071808,-0.035499634,0.061052177,-0.015554353,-0.215347385,0.744000000,
1763636833.399850130,0.627871562,0.907598784,0.088547960,0.189006328,-0.315250977,1.320040668,-0.035642664,0.061197921,-0.015585418,-0.210214972,0.746000000,
1763636833.401879072,0.632408190,0.908495725,0.088511004,0.188934900,-0.315128435,1.320009466,-0.035785784,0.061343531,-0.015616302,-0.205082041,0.748000000,
1763636833.404053688,0.636944969,0.909392937,0.088474063,0.188863185,-0.315005603,1.319978203,-0.035928993,0.061489008,-0.015647003,-0.199947998,0.750000000,
1763636833.405941486,0.641477119,0.910289469,0.088437136,0.188791184,-0.314882479,1.319946878,-0.036072292,0.061634351,-0.015677520,-0.194818212,0.752000000,
1763636833.408061266,0.646010483,0.911186483,0.088400224,0.188718896,-0.314759065,1.319915493,-0.036215680,0.061779559,-0.015707854,-0.189686124,0.754000000,
1763636833.410338402,0.650541873,0.912083346,0.088363326,0.188646321,-0.314635361,1.319884047,-0.036359159,0.061924632,-0.015738003,-0.184555314,0.756000000,
1763636833.412267447,0.655045809,0.912974984,0.088326442,0.188573459,-0.314511367,1.319852541,-0.036502728,0.062069569,-0.015767968,-0.179454406,0.758000000,
1763636833.414455652,0.659642783,0.913885389,0.088289573,0.188500310,-0.314387083,1.319820975,-0.036646387,0.062214371,-0.015797748,-0.174248044,0.760000000,
1763636833.416551828,0.664262699,0.914800609,0.088252719,0.188426874,-0.314262510,1.319789350,-0.036790136,0.062359036,-0.015827341,-0.169014952,0.762000000,
1763636833.418542147,0.665716103,0.915716103,0.088215878,0.188353150,-0.314137647,1.319757666,-0.036933975,0.062503565,-0.015856748,-0.163780770,0.764000000,
1763636833.420980930,0.666627958,0.916627958,0.088179053,0.188279138,-0.314012495,1.319725923,-0.037077905,0.062647957,-0.015885968,-0.158567559,0.766000000,
1763636833.423055410,0.667525396,0.917525396,0.088142241,0.188204838,-0.313887055,1.319694122,-0.037221925,0.062792211,-0.015915001,-0.153436120,0.768000000,
1763636833.424664259,0.668444634,0.918444634,0.088105444,0.188130250,-0.313761327,1.319662263,-0.037366036,0.062936327,-0.015943846,-0.148080776,0.770000000,
1763636833.427104473,0.669516497,0.919516497,0.088068661,0.188055374,-0.313635310,1.319630347,-0.037510237,0.063080305,-0.015972502,-0.141163708,0.772000000,
1763636833.428774118,0.670585954,0.920585954,0.088031893,0.187980209,-0.313509006,1.319598373,-0.037654529,0.063224144,-0.016000969,-0.134262162,0.774000000,
1763636833.431142807,0.671657276,0.921657276,0.087995139,0.187904755,-0.313382414,1.319566343,-0.037798912,0.063367844,-0.016029246,-0.127348915,0.776000000,
1763636833.432877064,0.672727447,0.922727447,0.087958399,0.187829013,-0.313255534,1.319534257,-0.037943386,0.063511404,-0.016057333,-0.120443193,0.778000000,
1763636833.435000420,0.673797221,0.923797221,0.087921674,0.187752982,-0.313128368,1.319502114,-0.038087951,0.063654824,-0.016085230,-0.113540195,0.780000000,
1763636833.437047005,0.674868860,0.924868860,0.087884963,0.187676661,-0.313000915,1.319469916,-0.038232607,0.063798104,-0.016112935,-0.106625512,0.782000000,
1763636833.439084768,0.675939222,0.925939222,0.087848267,0.187600051,-0.312873176,1.319437662,-0.038377354,0.063941243,-0.016140449,-0.099719171,0.784000000,
1763636833.441497564,0.677013333,0.927013333,0.087811585,0.187523152,-0.312745150,1.319405354,-0.038522192,0.064084240,-0.016167770,-0.092789139,0.786000000,
1763636833.443311214,0.678083404,0.928083404,0.087774917,0.187445963,-0.312616839,1.319372991,-0.038667122,0.064227095,-0.016194899,-0.085885082,0.788000000,
1763636833.445474863,0.679153580,0.929153580,0.087738263,0.187368483,-0.312488242,1.319340575,-0.038812143,0.064369808,-0.016221834,-0.079859807,0.790000000,
1763636833.447580099,0.680260174,0.930260174,0.087701624,0.187290714,-0.312359360,1.319308104,-0.038957255,0.064512379,-0.016248575,-0.074509844,0.792000000,
1763636833.449661732,0.681344762,0.931344762,0.087665000,0.187212654,-0.312230192,1.319275580,-0.039102459,0.064654806,-0.016275122,-0.069263599,0.794000000,
1763636833.451707840,0.682414880,0.932414880,0.087628389,0.187134304,-0.312100741,1.319243004,-0.039247754,0.064797090,-0.016301474,-0.064085177,0.796000000,
1763636833.453729391,0.683485731,0.933485731,0.087591793,0.187055663,-0.311971004,1.319210375,-0.039393142,0.064939230,-0.016327630,-0.058902060,0.798000000,
1763636833.455679893,0.684557441,0.934557441,0.087555211,0.186976731,-0.311840984,1.319177693,-0.039538620,0.065081226,-0.016353591,-0.053713651,0.800000000,
1763636833.457801104,0.685628376,0.935628376,0.087518643,0.186897509,-0.311710679,1.319144960,-0.039684191,0.065223077,-0.016379355,-0.048527753,0.802000000,
1763636833.459868193,0.686553379,0.936553379,0.087482090,0.186817995,-0.311580092,1.319112176,-0.039829854,0.065364782,-0.016404922,-0.042421901,0.804000000,
1763636833.461881161,0.687470523,0.937470523,0.087445551,0.186738189,-0.311449220,1.319079341,-0.039975608,0.065506342,-0.016430291,-0.036274976,0.806000000,
1763636833.463964224,0.688388049,0.938388049,0.087409027,0.186658092,-0.311318066,1.319046455,-0.040121455,0.065647756,-0.016455462,-0.030124446,0.808000000,
1763636833.465997458,0.689305310,0.939305310,0.087372516,0.186577703,-0.311186629,1.319013519,-0.040267393,0.065789023,-0.016480434,-0.023974583,0.810000000,
1763636833.468036175,0.690222846,0.940222846,0.087336020,0.186497022,-0.311054910,1.318980534,-0.040413424,0.065930143,-0.016505207,-0.017821831,0.812000000,
1763636833.470073938,0.691140010,0.941140010,0.087299538,0.186416049,-0.310922909,1.318947499,-0.040559547,0.066071116,-0.016529781,-0.011670463,0.814000000,
1763636833.472259045,0.692059391,0.942059391,0.087263071,0.186334784,-0.310790626,1.318914415,-0.040705762,0.066211941,-0.016554154,-0.005503401,0.816000000,
1763636833.474400997,0.692978723,0.942978723,0.087226617,0.186253226,-0.310658061,1.318881282,-0.040852069,0.066352618,-0.016578327,0.000000000,0.818000000,
1763636833.476662636,0.693923577,0.943923577,0.087190178,0.186171376,-0.310525216,1.318848101,-0.040998469,0.066493146,-0.016602298,0.000000000,0.820000000,
1763636833.478811741,0.694878202,0.944878202,0.087153753,0.186089232,-0.310392089,1.318814873,-0.041144961,0.066633524,-0.016626067,0.000000000,0.822000000,
1763636833.480961800,0.695814762,0.945814762,0.087117343,0.186006796,-0.310258682,1.318781597,-0.041291546,0.066773753,-0.016649634,0.000000000,0.824000000,
1763636833.482846260,0.696731961,0.946731961,0.087080946,0.185924066,-0.310124994,1.318748275,-0.041438223,0.066913833,-0.016672998,0.000000000,0.826000000,
1763636833.484874487,0.697649329,0.947649329,0.087044564,0.185841043,-0.309991026,1.318714905,-0.041584992,0.067053761,-0.016696158,0.000000000,0.828000000,
1763636833.486782789,0.698550248,0.948550248,0.087008197,0.185757726,-0.309856779,1.318681490,-0.041731855,0.067193539,-0.016719115,0.000000000,0.830000000,
1763636833.488859415,0.699467413,0.949467413,0.086971843,0.185674116,-0.309722252,1.318648029,-0.041878810,0.067333165,-0.016741867,0.000000000,0.832000000,
1763636833.491070986,0.700386904,0.950386904,0.086935503,0.185590211,-0.309587446,1.318614523,-0.042025858,0.067472640,-0.016764414,0.000000000,0.834000000,
1763636833.492894650,0.701532222,0.951532222,0.086899178,0.185506012,-0.309452362,1.318580972,-0.042172998,0.067611962,-0.016786755,0.000000000,0.836000000,
1763636833.494949579,0.702736201,0.952736201,0.086862867,0.185421519,-0.309316999,1.318547376,-0.042320231,0.067751132,-0.016808891,0.000000000,0.838000000,
1763636833.497020006,0.703940422,0.953940422,0.086826570,0.185336731,-0.309181357,1.318513736,-0.042467558,0.067890149,-0.016830819,0.000000000,0.840000000,
1763636833.499073267,0.705144884,0.955144884,0.086790288,0.185251649,-0.309045438,1.318480053,-0.042614977,0.068029012,-0.016852541,0.000000000,0.842000000,
1763636833.501145601,0.706349589,0.956349589,0.086754019,0.185166271,-0.308909241,1.318446326,-0.042762489,0.068167721,-0.016874055,0.000000000,0.844000000,
1763636833.503359318,0.707532951,0.957532951,0.086717765,0.185080599,-0.308772767,1.318412557,-0.042910094,0.068306276,-0.016895361,0.000000000,0.846000000,
1763636833.505316496,0.708737574,0.958737574,0.086681525,0.184994631,-0.308636016,1.318378745,-0.043057792,0.068444675,-0.016916458,0.000000000,0.848000000,
1763636833.507405996,0.709952031,0.959952031,0.086645299,0.184908367,-0.308498989,1.318344891,-0.043205583,0.068582920,-0.016937345,0.000000000,0.850000000,
1763636833.509615421,0.711185073,0.961185073,0.086609087,0.184821808,-0.308361685,1.318310996,-0.043353467,0.068721009,-0.016958023,0.000000000,0.852000000,
1763636833.511506319,0.712389151,0.962389151,0.086572890,0.184734953,-0.308224105,1.318277059,-0.043501445,0.068858941,-0.016978491,0.000000000,0.854000000,
1763636833.513811111,0.713609415,0.963609415,0.086536706,0.184647802,-0.308086249,1.318243082,-0.043649515,0.068996717,-0.016998748,0.000000000,0.856000000,
1763636833.515780210,0.714814399,0.964814399,0.086500537,0.184560355,-0.307948118,1.318209064,-0.043797679,0.069134336,-0.017018793,0.000000000,0.858000000,
1763636833.517682076,0.716019906,0.966019906,0.086464382,0.184472612,-0.307809712,1.318175007,-0.043945936,0.069271797,-0.017038627,0.000000000,0.860000000,
1763636833.519797325,0.717225229,0.967225229,0.086428241,0.184384571,-0.307671031,1.318140910,-0.044094286,0.069409101,-0.017058248,0.000000000,0.862000000,
1763636833.521826029,0.718431358,0.968431358,0.086392114,0.184296234,-0.307532076,1.318106774,-0.044242730,0.069546246,-0.017077656,0.000000000,0.864000000,
1763636833.524112463,0.719639985,0.969639985,0.086356001,0.184207600,-0.307392846,1.318072599,-0.044391267,0.069683232,-0.017096851,0.000000000,0.866000000,
1763636833.525854826,0.720888750,0.970888750,0.086319903,0.184118669,-0.307253343,1.318038387,-0.044539897,0.069820059,-0.017115832,0.000000000,0.868000000,
1763636833.528191090,0.722152910,0.972152910,0.086283818,0.184029441,-0.307113566,1.318004136,-0.044688621,0.069956726,-0.017134598,0.000000000,0.870000000,
1763636833.530092716,0.723414834,0.973414834,0.086247748,0.183939915,-0.306973516,1.317969848,-0.044837438,0.070093232,-0.017153149,0.000000000,0.872000000,
1763636833.532099247,0.724676146,0.974676146,0.086211692,0.183850091,-0.306833193,1.317935524,-0.044986348,0.070229579,-0.017171485,0.000000000,0.874000000,
1763636833.534428120,0.725978177,0.975978177,0.086175650,0.183759969,-0.306692598,1.317901163,-0.045135352,0.070365764,-0.017189604,0.000000000,0.876000000,
1763636833.536433458,0.727239298,0.977239298,0.086139622,0.183669550,-0.306551730,1.317866765,-0.045284450,0.070501787,-0.017207507,0.000000000,0.878000000,
1763636833.538576841,0.728501429,0.978501429,0.086103608,0.183578831,-0.306410591,1.317832333,-0.045433641,0.070637649,-0.017225193,0.000000000,0.880000000,
1763636833.540681124,0.729764717,0.979764717,0.086067608,0.183487815,-0.306269180,1.317797865,-0.045582925,0.070773348,-0.017242661,0.000000000,0.882000000,
1763636833.542685986,0.731026062,0.981026062,0.086031622,0.183396500,-0.306127497,1.317763362,-0.045732303,0.070908884,-0.017259910,0.000000000,0.884000000,
1763636833.544666052,0.732288416,0.982288416,0.085995650,0.183304886,-0.305985544,1.317728825,-0.045881774,0.071044257,-0.017276942,0.000000000,0.886000000,
1763636833.546771765,0.733550892,0.983550892,0.085959693,0.183212973,-0.305843321,1.317694255,-0.046031339,0.071179467,-0.017293753,0.000000000,0.888000000,
1763636833.548622370,0.734813935,0.984813935,0.085923749,0.183120760,-0.305700827,1.317659650,-0.046180998,0.071314512,-0.017310346,0.000000000,0.890000000,
1763636833.550910234,0.736075771,0.986075771,0.085887819,0.183028248,-0.305558063,1.317625013,-0.046330750,0.071449392,-0.017326717,0.000000000,0.892000000,
1763636833.552959919,0.733960411,0.987338762,0.085851904,0.182935437,-0.305415029,1.317590344,-0.046480595,0.071584107,-0.017342868,0.000000000,0.894000000,
1763636833.554841280,0.731564963,0.988603206,0.085816003,0.182842326,-0.305271726,1.317555642,-0.046630535,0.071718657,-0.017358798,0.000000000,0.896000000,
1763636833.557104588,0.729169740,0.989868362,0.085780115,0.182748915,-0.305128155,1.317520909,-0.046780567,0.071853040,-0.017374506,0.000000000,0.898000000,
1763636833.558985233,0.727524340,0.991088723,0.085744242,0.182655204,-0.304984314,1.317486144,-0.046930694,0.071987257,-0.017389991,0.000000000,0.900000000,
1763636833.561255932,0.726543740,0.992273888,0.085708382,0.182561192,-0.304840206,1.317451349,-0.047080914,0.072121307,-0.017405254,0.000000000,0.902000000,
1763636833.563009501,0.725567067,0.993455412,0.085672537,0.182466880,-0.304695829,1.317416523,-0.047231227,0.072255190,-0.017420293,0.000000000,0.904000000,
1763636833.565783501,0.724517153,0.994724614,0.085636706,0.182372267,-0.304551185,1.317381668,-0.047381635,0.072388905,-0.017435108,0.000000000,0.906000000,
1763636833.567543745,0.723541697,0.995906748,0.085600889,0.182277353,-0.304406274,1.317346783,-0.047532135,0.072522452,-0.017449698,0.000000000,0.908000000,
1763636833.569584131,0.722566768,0.997089255,0.085565085,0.182182139,-0.304261095,1.317311869,-0.047682730,0.072655829,-0.017464064,0.000000000,0.910000000,
1763636833.571724892,0.721588983,0.998276146,0.085529296,0.182086622,-0.304115650,1.317276927,-0.047833418,0.072789038,-0.017478204,0.000000000,0.912000000,
1763636833.573812246,0.720586536,0.999493301,0.085493521,0.181990805,-0.303969939,1.317241956,-0.047984199,0.072922077,-0.017492118,0.000000000,0.914000000,
1763636833.575869083,0.719614255,1.000675679,0.085457760,0.181894686,-0.303823962,1.317206959,-0.048135074,0.073054946,-0.017505806,0.000000000,0.916000000,
1763636833.577932358,0.718621763,1.001883064,0.085422012,0.181798264,-0.303677720,1.317171933,-0.048286043,0.073187644,-0.017519266,0.000000000,0.918000000,
1763636833.579835176,0.717650308,1.003066463,0.085386279,0.181701541,-0.303531212,1.317136882,-0.048437105,0.073320172,-0.017532499,0.000000000,0.920000000,
1763636833.582113266,0.716681122,1.004248156,0.085350560,0.181604516,-0.303384439,1.317101804,-0.048588261,0.073452528,-0.017545504,0.000000000,0.922000000,
1763636833.583936214,0.715712339,1.005430360,0.085314855,0.181507188,-0.303237402,1.317066700,-0.048739511,0.073584711,-0.017558280,0.000000000,0.924000000,
1763636833.586191654,0.714742218,1.006615149,0.085279163,0.181409558,-0.303090100,1.317031571,-0.048890853,0.073716723,-0.017570827,0.000000000,0.926000000,
1763636833.588073015,0.713774360,1.007798233,0.085243486,0.181311625,-0.302942535,1.316996417,-0.049042290,0.073848562,-0.017583144,0.000000000,0.928000000,
1763636833.590128183,0.712807485,1.008981135,0.085207822,0.181213389,-0.302794706,1.316961238,-0.049193820,0.073980227,-0.017595231,0.000000000,0.930000000,
1763636833.592365265,0.712506740,1.010086270,0.085172173,0.181114849,-0.302646614,1.316926036,-0.049345443,0.074111719,-0.017607087,0.000000000,0.932000000,
1763636833.594132185,0.713010071,1.011110158,0.085136537,0.181016007,-0.302498259,1.316890810,-0.049497160,0.074243036,-0.017618713,0.000000000,0.934000000,
1763636833.596575260,0.713514021,1.012134838,0.085100916,0.180916861,-0.302349642,1.316855561,-0.049648970,0.074374179,-0.017630106,0.000000000,0.936000000,
1763636833.598498106,0.714018969,1.013161150,0.085065308,0.180817411,-0.302200763,1.316820290,-0.049800874,0.074505146,-0.017641267,0.000000000,0.938000000,
1763636833.600613594,0.714524425,1.014188015,0.085029714,0.180717657,-0.302051622,1.316784996,-0.049952871,0.074635938,-0.017652195,0.000000000,0.940000000,
1763636833.602752447,0.715047442,1.015253146,0.084994135,0.180617599,-0.301902219,1.316749681,-0.050104961,0.074766554,-0.017662890,0.000000000,0.942000000,
1763636833.604885817,0.715553760,1.016280756,0.084958569,0.180517237,-0.301752556,1.316714345,-0.050257145,0.074896993,-0.017673351,0.000000000,0.944000000,
1763636833.606928587,0.716059168,1.017305795,0.084923017,0.180416571,-0.301602631,1.316678988,-0.050409422,0.075027256,-0.017683578,0.000000000,0.946000000,
1763636833.609072924,0.716579177,1.018362498,0.084887479,0.180315599,-0.301452447,1.316643611,-0.050561792,0.075157341,-0.017693570,0.000000000,0.948000000,
1763636833.610974550,0.717085213,1.019387803,0.084851954,0.180214323,-0.301302002,1.316608214,-0.050714256,0.075287248,-0.017703326,0.000000000,0.950000000,
