time,h_min,d_min,trajectory_error,pos_ee_x,pos_ee_y,pos_ee_z,vel_ee_x,vel_ee_y,vel_ee_z,v_rel_min,scaling
1763636831.268014193,0.806315892,1.056315892,0.003561781,0.326567154,-0.449129772,1.413029698,-0.039067965,0.098601928,-0.066978905,-0.164843853,1.000000000,
1763636831.270128965,0.806499635,1.056499635,0.003560424,0.326488977,-0.448932582,1.412895783,-0.039108994,0.098587262,-0.066936100,-0.164763424,1.000000000,
1763636831.272284985,0.806683300,1.056683300,0.003559069,0.326410718,-0.448735423,1.412761953,-0.039150005,0.098572574,-0.066893291,-0.164682752,1.000000000,
1763636831.274254322,0.806866888,1.056866888,0.003557713,0.326332377,-0.448538292,1.412628210,-0.039190997,0.098557863,-0.066850476,-0.164601836,1.000000000,
1763636831.276449442,0.807050399,1.057050399,0.003556359,0.326253954,-0.448341191,1.412494552,-0.039231972,0.098543129,-0.066807656,-0.164520681,1.000000000,
1763636831.278311491,0.807233832,1.057233832,0.003555005,0.326175449,-0.448144120,1.412360979,-0.039272928,0.098528373,-0.066764831,-0.164438834,1.000000000,
1763636831.280467272,0.807417187,1.057417187,0.003553651,0.326096862,-0.447947078,1.412227492,-0.039313865,0.098513594,-0.066722000,-0.164357045,1.000000000,
1763636831.282481670,0.807600465,1.057600465,0.003552298,0.326018194,-0.447750065,1.412094091,-0.039354785,0.098498792,-0.066679165,-0.164275163,1.000000000,
1763636831.284468889,0.807783666,1.057783666,0.003550946,0.325939443,-0.447553082,1.411960776,-0.039395686,0.098483968,-0.066636325,-0.164193056,1.000000000,
1763636831.286419392,0.807966789,1.057966789,0.003549594,0.325860611,-0.447356129,1.411827546,-0.039436568,0.098469122,-0.066593480,-0.164110707,1.000000000,
1763636831.288452864,0.808149835,1.058149835,0.003548242,0.325781697,-0.447159206,1.411694402,-0.039477433,0.098454253,-0.066550629,-0.164028394,1.000000000,
1763636831.290524721,0.808332803,1.058332803,0.003546892,0.325702701,-0.446962312,1.411561343,-0.039518279,0.098439361,-0.066507774,-0.163945573,1.000000000,
1763636831.292629719,0.808515693,1.058515693,0.003545541,0.325623624,-0.446765449,1.411428371,-0.039559106,0.098424447,-0.066464914,-0.163786944,1.000000000,
1763636831.294855833,0.808698506,1.058698506,0.003544192,0.325544465,-0.446568615,1.411295484,-0.039599916,0.098409511,-0.066422048,-0.163595056,1.000000000,
1763636831.296683550,0.808881241,1.058881241,0.003542842,0.325465224,-0.446371811,1.411162682,-0.039640706,0.098394552,-0.066379178,-0.163403121,1.000000000,
1763636831.298780680,0.809063899,1.059063899,0.003541494,0.325385902,-0.446175036,1.411029967,-0.039681479,0.098379571,-0.066336302,-0.163210923,1.000000000,
1763636831.301116943,0.809246479,1.059246479,0.003540146,0.325306498,-0.445978292,1.410897337,-0.039722233,0.098364567,-0.066293422,-0.163012228,1.000000000,
1763636831.303169250,0.809428982,1.059428982,0.003538798,0.325227013,-0.445781578,1.410764793,-0.039762968,0.098349541,-0.066250536,-0.162819801,1.000000000,
1763636831.305173397,0.809611407,1.059611407,0.003537451,0.325147446,-0.445584894,1.410632335,-0.039803685,0.098334492,-0.066207646,-0.162626920,1.000000000,
1763636831.307182074,0.809793754,1.059793754,0.003536104,0.325067798,-0.445388240,1.410499963,-0.039844384,0.098319421,-0.066164751,-0.162436130,1.000000000,
1763636831.309456110,0.809976024,1.059976024,0.003534758,0.324988069,-0.445191616,1.410367676,-0.039885064,0.098304327,-0.066121850,-0.162242549,1.000000000,
1763636831.311240673,0.810158216,1.060158216,0.003533413,0.324908258,-0.444995023,1.410235475,-0.039925726,0.098289212,-0.066078945,-0.162048425,1.000000000,
1763636831.313436508,0.810340331,1.060340331,0.003532068,0.324828366,-0.444798460,1.410103360,-0.039966369,0.098274073,-0.066036035,-0.161854549,1.000000000,
1763636831.315587997,0.810522368,1.060522368,0.003530724,0.324748393,-0.444601927,1.409971331,-0.040006994,0.098258913,-0.065993120,-0.161656674,1.000000000,
1763636831.317439318,0.810704327,1.060704327,0.003529380,0.324668338,-0.444405424,1.409839388,-0.040047600,0.098243730,-0.065950200,-0.161462293,1.000000000,
1763636831.319485903,0.810886208,1.060886208,0.003528037,0.324588202,-0.444208952,1.409707530,-0.040088188,0.098228524,-0.065907274,-0.161267647,1.000000000,
1763636831.321683407,0.811068012,1.061068012,0.003526694,0.324507985,-0.444012510,1.409575759,-0.040128757,0.098213297,-0.065864344,-0.161072840,1.000000000,
1763636831.323674917,0.811249738,1.061249738,0.003525352,0.324427687,-0.443816099,1.409444073,-0.040169308,0.098198047,-0.065821410,-0.160877709,1.000000000,
1763636831.325848579,0.811431387,1.061431387,0.003524010,0.324347308,-0.443619718,1.409312473,-0.040209840,0.098182774,-0.065778470,-0.160517455,1.000000000,
1763636831.327654362,0.811612957,1.061612957,0.003522669,0.324266848,-0.443423368,1.409180959,-0.040250353,0.098167480,-0.065735525,-0.160077756,1.000000000,
1763636831.329782724,0.811794450,1.061794450,0.003521328,0.324186307,-0.443227048,1.409049531,-0.040290848,0.098152163,-0.065692575,-0.159637912,1.000000000,
1763636831.331808805,0.811975866,1.061975866,0.003519988,0.324105684,-0.443030759,1.408918189,-0.040331324,0.098136824,-0.065649621,-0.159197750,1.000000000,
1763636831.334119797,0.812157203,1.062157203,0.003518649,0.324024981,-0.442834501,1.408786932,-0.040371782,0.098121462,-0.065606662,-0.158757357,1.000000000,
1763636831.336208105,0.812338463,1.062338463,0.003517310,0.323944197,-0.442638273,1.408655762,-0.040412221,0.098106079,-0.065563697,-0.158316561,1.000000000,
1763636831.338230133,0.812519645,1.062519645,0.003515972,0.323863332,-0.442442076,1.408524678,-0.040452642,0.098090673,-0.065520728,-0.157875577,1.000000000,
1763636831.340346336,0.812700749,1.062700749,0.003514634,0.323782387,-0.442245910,1.408393679,-0.040493043,0.098075245,-0.065477754,-0.157425512,1.000000000,
1763636831.342330694,0.812881775,1.062881775,0.003513296,0.323701360,-0.442049775,1.408262767,-0.040533426,0.098059794,-0.065434775,-0.157176680,1.000000000,
1763636831.344374180,0.813062724,1.063062724,0.003511959,0.323620253,-0.441853671,1.408131940,-0.040573791,0.098044322,-0.065391792,-0.157169696,1.000000000,
1763636831.347025633,0.813243595,1.063243595,0.003510623,0.323539065,-0.441657598,1.408001199,-0.040614137,0.098028827,-0.065348803,-0.157162632,1.000000000,
1763636831.348386765,0.813424388,1.063424388,0.003509287,0.323457797,-0.441461556,1.407870545,-0.040654464,0.098013310,-0.065305810,-0.157155317,1.000000000,
1763636831.350534678,0.813605103,1.063605103,0.003507952,0.323376447,-0.441265545,1.407739976,-0.040694772,0.097997770,-0.065262812,-0.157147702,1.000000000,
1763636831.352475643,0.813785740,1.063785740,0.003506618,0.323295017,-0.441069565,1.407609494,-0.040735062,0.097982209,-0.065219809,-0.157139990,1.000000000,
1763636831.354765415,0.813966300,1.063966300,0.003505283,0.323213507,-0.440873616,1.407479097,-0.040775333,0.097966626,-0.065176801,-0.157132116,1.000000000,
1763636831.356567860,0.814146782,1.064146782,0.003503950,0.323131916,-0.440677698,1.407348786,-0.040815585,0.097951020,-0.065133788,-0.157123971,1.000000000,
1763636831.358767509,0.814327185,1.064327185,0.003502617,0.323050245,-0.440481812,1.407218562,-0.040855819,0.097935392,-0.065090771,-0.156997124,1.000000000,
1763636831.360988617,0.814507511,1.064507511,0.003501284,0.322968493,-0.440285957,1.407088423,-0.040896033,0.097919742,-0.065047749,-0.156717712,1.000000000,
1763636831.362912655,0.814687759,1.064687759,0.003499952,0.322886661,-0.440090133,1.406958371,-0.040936229,0.097904070,-0.065004722,-0.156437591,1.000000000,
1763636831.365329266,0.814867929,1.064867929,0.003498621,0.322804748,-0.439894341,1.406828404,-0.040976407,0.097888376,-0.064961690,-0.156154060,1.000000000,
1763636831.367438078,0.815048022,1.065048022,0.003497290,0.322722755,-0.439698579,1.406698524,-0.041016565,0.097872659,-0.064918653,-0.155874282,1.000000000,
1763636831.369177341,0.815228036,1.065228036,0.003495959,0.322640682,-0.439502850,1.406568730,-0.041056705,0.097856921,-0.064875612,-0.155588703,1.000000000,
1763636831.371217012,0.815407972,1.065407972,0.003494630,0.322558528,-0.439307152,1.406439022,-0.041096825,0.097841161,-0.064832566,-0.155309052,1.000000000,
1763636831.373360157,0.815587831,1.065587831,0.003493300,0.322476294,-0.439111485,1.406309400,-0.041136927,0.097825378,-0.064789515,-0.155029947,1.000000000,
1763636831.375337362,0.815767611,1.065767611,0.003491971,0.322393980,-0.438915850,1.406179864,-0.041177010,0.097809574,-0.064746460,-0.154746946,1.000000000,
1763636831.377522945,0.815947314,1.065947314,0.003490643,0.322311586,-0.438720247,1.406050414,-0.041217075,0.097793747,-0.064703400,-0.154466858,1.000000000,
1763636831.379853487,0.816126938,1.066126938,0.003489315,0.322229112,-0.438524675,1.405921050,-0.041257120,0.097777898,-0.064660335,-0.154186882,1.000000000,
1763636831.381509542,0.816306485,1.066306485,0.003487988,0.322146558,-0.438329135,1.405791772,-0.041297147,0.097762028,-0.064617265,-0.153906656,1.000000000,
1763636831.383501291,0.816485953,1.066485953,0.003486662,0.322063924,-0.438133627,1.405662581,-0.041337154,0.097746135,-0.064574191,-0.153626397,1.000000000,
1763636831.385596752,0.816665344,1.066665344,0.003485335,0.321981209,-0.437938151,1.405533476,-0.041377143,0.097730220,-0.064531111,-0.153346106,1.000000000,
1763636831.387867689,0.816844657,1.066844657,0.003484010,0.321898415,-0.437742706,1.405404457,-0.041417113,0.097714284,-0.064488028,-0.153065782,1.000000000,
1763636831.389629841,0.817023891,1.067023891,0.003482685,0.321815541,-0.437547294,1.405275524,-0.041457064,0.097698325,-0.064444939,-0.152785304,1.000000000,
1763636831.392007351,0.817203048,1.067203048,0.003481360,0.321732587,-0.437351913,1.405146677,-0.041496996,0.097682345,-0.064401846,-0.152421392,1.000000000,
1763636831.393748045,0.817382126,1.067382126,0.003480036,0.321649553,-0.437156564,1.405017916,-0.041536909,0.097666342,-0.064358748,-0.151864075,1.000000000,
1763636831.396034718,0.817561127,1.067561127,0.003478713,0.321566439,-0.436961248,1.404889242,-0.041576803,0.097650318,-0.064315646,-0.151305690,1.000000000,
1763636831.398146868,0.817740049,1.067740049,0.003477390,0.321483246,-0.436765963,1.404760654,-0.041616678,0.097634271,-0.064272539,-0.150747587,1.000000000,
1763636831.400155306,0.817918893,1.067918893,0.003476067,0.321399972,-0.436570711,1.404632152,-0.041656534,0.097618203,-0.064229427,-0.150190049,1.000000000,
1763636831.402257442,0.818097660,1.068097660,0.003474745,0.321316620,-0.436375490,1.404503736,-0.041696371,0.097602113,-0.064186310,-0.149628124,1.000000000,
1763636831.404227257,0.818276348,1.068276348,0.003473424,0.321233187,-0.436180302,1.404375406,-0.041736189,0.097586000,-0.064143189,-0.149070758,1.000000000,
1763636831.406303406,0.818454958,1.068454958,0.003472103,0.321149675,-0.435985146,1.404247163,-0.041775988,0.097569866,-0.064100064,-0.148514237,1.000000000,
1763636831.408614159,0.818633490,1.068633490,0.003470783,0.321066083,-0.435790023,1.404119006,-0.041815769,0.097553711,-0.064056933,-0.147955693,1.000000000,
1763636831.410412073,0.818811944,1.068811944,0.003469463,0.320982412,-0.435594932,1.403990935,-0.041855530,0.097537533,-0.064013798,-0.147397994,1.000000000,
1763636831.412327528,0.818990320,1.068990320,0.003468144,0.320898661,-0.435399873,1.403862951,-0.041895272,0.097521333,-0.063970659,-0.146840129,1.000000000,
1763636831.414458036,0.819168617,1.069168617,0.003466825,0.320814831,-0.435204846,1.403735053,-0.041934995,0.097505112,-0.063927515,-0.146281984,1.000000000,
1763636831.416566372,0.819346837,1.069346837,0.003465507,0.320730921,-0.435009852,1.403607241,-0.041974699,0.097488868,-0.063884366,-0.145724179,1.000000000,
1763636831.418522835,0.819524978,1.069524978,0.003464189,0.320646932,-0.434814891,1.403479515,-0.042014383,0.097472603,-0.063841213,-0.145166152,1.000000000,
1763636831.420771837,0.819703041,1.069703041,0.003462872,0.320562863,-0.434619962,1.403351876,-0.042054049,0.097456316,-0.063798055,-0.144608126,1.000000000,
1763636831.422655344,0.819881026,1.069881026,0.003461556,0.320478716,-0.434425066,1.403224323,-0.042093696,0.097440008,-0.063754892,-0.144049709,1.000000000,
1763636831.424723387,0.820058933,1.070058933,0.003460240,0.320394489,-0.434230202,1.403096856,-0.042133323,0.097423677,-0.063711725,-0.143463003,1.000000000,
1763636831.426802158,0.820236762,1.070236762,0.003458924,0.320310182,-0.434035371,1.402969476,-0.042172932,0.097407325,-0.063668553,-0.142773041,1.000000000,
1763636831.429259300,0.820414512,1.070414512,0.003457609,0.320225797,-0.433840573,1.402842182,-0.042212521,0.097390951,-0.063625377,-0.142082799,1.000000000,
1763636831.431253433,0.820592184,1.070592184,0.003456295,0.320141332,-0.433645807,1.402714975,-0.042252091,0.097374555,-0.063582197,-0.141381761,1.000000000,
1763636831.433319330,0.820769778,1.070769778,0.003454981,0.320056789,-0.433451074,1.402587853,-0.042291642,0.097358138,-0.063539011,-0.140671357,1.000000000,
1763636831.435313940,0.820947294,1.070947294,0.003453667,0.319972166,-0.433256374,1.402460819,-0.042331174,0.097341698,-0.063495822,-0.139980560,1.000000000,
1763636831.437356234,0.821124731,1.071124731,0.003452354,0.319887464,-0.433061708,1.402333870,-0.042370686,0.097325237,-0.063452627,-0.139271171,1.000000000,
1763636831.439395428,0.821302091,1.071302091,0.003451042,0.319802683,-0.432867074,1.402207008,-0.042410180,0.097308755,-0.063409428,-0.138576881,1.000000000,
1763636831.441673994,0.821479372,1.071479372,0.003449730,0.319717823,-0.432672473,1.402080232,-0.042449654,0.097292250,-0.063366225,-0.137886890,1.000000000,
1763636831.443864346,0.821656574,1.071656574,0.003448419,0.319632884,-0.432477905,1.401953543,-0.042489109,0.097275724,-0.063323017,-0.137196905,1.000000000,
1763636831.445492268,0.821833699,1.071833699,0.003447108,0.319547867,-0.432283370,1.401826940,-0.042528545,0.097259176,-0.063279805,-0.136506854,1.000000000,
1763636831.447609425,0.822010745,1.072010745,0.003445798,0.319462770,-0.432088868,1.401700424,-0.042567961,0.097242607,-0.063236588,-0.135816667,1.000000000,
1763636831.449812412,0.822187713,1.072187713,0.003444488,0.319377595,-0.431894399,1.401573994,-0.042607359,0.097226016,-0.063193367,-0.135127201,1.000000000,
1763636831.451716423,0.822364602,1.072364602,0.003443179,0.319292341,-0.431699964,1.401447651,-0.042646737,0.097209403,-0.063150141,-0.134436740,1.000000000,
1763636831.453749657,0.822541414,1.072541414,0.003441870,0.319207008,-0.431505562,1.401321394,-0.042686095,0.097192769,-0.063106911,-0.133747144,1.000000000,
1763636831.456017733,0.822718146,1.072718146,0.003440562,0.319121597,-0.431311193,1.401195223,-0.042725435,0.097176113,-0.063063676,-0.133057339,1.000000000,
1763636831.457850456,0.822894801,1.072894801,0.003439254,0.319036106,-0.431116857,1.401069139,-0.042764755,0.097159435,-0.063020437,-0.132376988,1.000000000,
1763636831.460143328,0.823071377,1.073071377,0.003437947,0.318950538,-0.430922555,1.400943141,-0.042804056,0.097142736,-0.062977194,-0.131898485,1.000000000,
1763636831.462303400,0.823247875,1.073247875,0.003436641,0.318864890,-0.430728286,1.400817230,-0.042843337,0.097126016,-0.062933946,-0.131420165,1.000000000,
1763636831.464445591,0.823424295,1.073424295,0.003435335,0.318779164,-0.430534051,1.400691405,-0.042882600,0.097109273,-0.062890693,-0.130930848,1.000000000,
1763636831.466628075,0.823600636,1.073600636,0.003434029,0.318693360,-0.430339849,1.400565667,-0.042921843,0.097092509,-0.062847436,-0.130432924,1.000000000,
1763636831.468634844,0.823776898,1.073776898,0.003432724,0.318607477,-0.430145681,1.400440016,-0.042961066,0.097075724,-0.062804175,-0.129955048,1.000000000,
1763636831.470700264,0.823953083,1.073953083,0.003431420,0.318521515,-0.429951546,1.400314451,-0.043000270,0.097058917,-0.062760909,-0.129477214,1.000000000,
1763636831.472683668,0.824129189,1.074129189,0.003430116,0.318435476,-0.429757445,1.400188972,-0.043039455,0.097042089,-0.062717639,-0.128999187,1.000000000,
1763636831.474606514,0.824305216,1.074305216,0.003428812,0.318349358,-0.429563378,1.400063580,-0.043078620,0.097025239,-0.062674365,-0.128521202,1.000000000,
1763636831.476773024,0.824481165,1.074481165,0.003427509,0.318263161,-0.429369344,1.399938275,-0.043117766,0.097008367,-0.062631086,-0.128042318,1.000000000,
1763636831.478646994,0.824657036,1.074657036,0.003426207,0.318176887,-0.429175345,1.399813056,-0.043156893,0.096991474,-0.062587803,-0.127563946,1.000000000,
1763636831.480726480,0.824832828,1.074832828,0.003424905,0.318090534,-0.428981378,1.399687923,-0.043196000,0.096974560,-0.062544515,-0.127085898,1.000000000,
1763636831.482746840,0.825008542,1.075008542,0.003423604,0.318004103,-0.428787446,1.399562878,-0.043235088,0.096957624,-0.062501223,-0.126607751,1.000000000,
1763636831.484965086,0.825184177,1.075184177,0.003422303,0.317917593,-0.428593548,1.399437918,-0.043274156,0.096940666,-0.062457927,-0.126129741,1.000000000,
1763636831.486890554,0.825359734,1.075359734,0.003421003,0.317831006,-0.428399684,1.399313046,-0.043313205,0.096923687,-0.062414626,-0.125651584,1.000000000,
1763636831.489305258,0.825535212,1.075535212,0.003419703,0.317744341,-0.428205853,1.399188260,-0.043352235,0.096906687,-0.062371321,-0.125172622,1.000000000,
1763636831.490950108,0.825710612,1.075710612,0.003418404,0.317657597,-0.428012057,1.399063561,-0.043391245,0.096889665,-0.062328012,-0.124694125,1.000000000,
1763636831.493443251,0.825885933,1.075885933,0.003417105,0.317570776,-0.427818295,1.398938948,-0.043430235,0.096872622,-0.062284698,-0.124339830,1.000000000,
1763636831.495371103,0.826061176,1.076061176,0.003415807,0.317483876,-0.427624566,1.398814422,-0.043469206,0.096855558,-0.062241380,-0.124012439,1.000000000,
