number,values_0,values_1,params_lambda1,params_lambda2,params_lambda3,state
25,0.36997533497766816,0.01934948252548943,0.22702555911566405,0.0501626519303105,40.02687446455645,COMPLETE
26,0.34457702819812014,0.016691231516112414,9.021020475919693,8.42947030205075,13.094079259889208,COMPLETE
27,0.34451036597560164,0.01890438199871846,0.8320527022711185,0.20209145840888237,0.0004134626335265455,COMPLETE
28,0.34364375708286116,0.01906163837665271,39.3827876892342,0.059140888438815445,53.25476495471021,COMPLETE
29,0.3583094460369309,0.022101601962497996,0.11992208029488345,0.012657790572858008,0.2039819663925662,COMPLETE
30,0.3359109392707153,0.022528223532455604,4090.4250562243838,1.3973170725818818,31.991463301962693,COMPLETE
31,0.34917672155189655,0.03352749477724543,1760.9222728919276,0.0478467572272796,0.09273986488175702,COMPLETE
32,0.3409106059596027,0.022391220990428323,2122.125829651635,0.6656703044002312,5.11844744614606,COMPLETE
33,0.33271115258982736,0.020592621160832526,1.3419257266613198,0.3938752091020648,31.03350893923145,COMPLETE
34,0.3365775614959003,0.025814113353114,0.9312690885966353,2.2896539259167317,0.011285236279223778,COMPLETE
35,0.3527764815678955,0.02240805383672624,101.94764984031045,0.02062096605340444,1.386369637836517,COMPLETE
36,0.3561095926938204,0.027426003835991152,3.1151049053498285,815.9273528863137,42.891577809853594,COMPLETE
37,0.351909872675155,0.025734076047192737,0.5981288363012754,3.459133958823272,0.00831930355932718,COMPLETE
38,0.33797746816878876,0.017598285114624673,4.8457489970707455,0.013962632577973927,0.023602124205569397,COMPLETE
39,0.34511032597826813,0.023479036661850777,0.022008455665454982,10.731927936460687,98.68736872940687,COMPLETE
40,0.351643223785081,0.027136160182065806,100.10459551305067,1.0459589352239622,0.021141173098034063,COMPLETE
41,0.3407772815145657,0.04330042901191063,417.9115989289213,0.0022794295629377953,0.012153602231809899,COMPLETE
42,0.3373108459436038,0.024225981061209653,1.14317370190271,0.017041870480125967,95.46767749095419,COMPLETE
43,0.33831077928138126,0.02471127524723686,0.6784989975346336,0.003874417115169112,0.5791705144598926,COMPLETE
44,0.3297113525764949,0.026892281565756678,0.033530160779716496,0.0037288438503293945,0.0002550065817879624,COMPLETE
45,0.32717818812079197,0.09064035579737549,1499.0745749857142,0.0018624612770867563,26.630667879649653,COMPLETE
