number,values_0,values_1,params_lambda1,params_lambda3,state
62,0.0,0.0736197882144031,0.02194211022267258,0.010644185763997472,COMPLETE
63,0.0,0.07321760791597107,0.015907548053091632,0.48171114543132026,COMPLETE
64,0.0,0.06465462538466656,4298.294084536758,0.0002084359672596889,COMPLETE
65,0.0,0.07139122633886562,0.01462814930202196,0.009144595409238315,COMPLETE
66,0.0,0.06326467030714625,5703.034511551574,0.0011457504187719523,COMPLETE
67,0.0,0.0758886189983157,2205.4559887513205,0.9474875099702472,COMPLETE
68,0.0,0.0758557810749393,10.738297735133546,0.0734946509767307,COMPLETE
69,0.0,0.07384726976539667,0.025829408395171987,0.006217980067208252,COMPLETE
70,0.0,0.07270301599779723,89.94201138696593,0.08545266014281991,COMPLETE
71,0.0,0.07642182006515774,0.0909455841489279,14.295337809657633,COMPLETE
72,0.0,0.07557233703068718,117.62837847112732,97.02751418681552,COMPLETE
73,0.0,0.07124537358741503,3.451543121896808,0.007498154146448436,COMPLETE
74,0.0,0.07441037236579894,11.781736863322061,0.003046771735614353,COMPLETE
75,0.0,0.07036229786044212,43.099143694581585,0.07817645173551807,COMPLETE
76,0.0,0.08175988579617458,0.07504492299485561,0.05714520159796633,COMPLETE
77,0.0,0.06659054773605008,0.06843656905742009,0.0028213680186307483,COMPLETE
78,0.0,0.06839888725825073,7.88450293859366,0.20514058702566018,COMPLETE
79,0.0,0.07075103329750977,0.018901911159798987,16.41219491294407,COMPLETE
80,0.0,0.06630524392760602,391.1926223825881,0.4856549510739139,COMPLETE
81,0.0,0.07364897081963749,623.1277425322068,4.956537793973016,COMPLETE
82,0.0,0.07478975553339637,2.570449742737801,11.033549914966034,COMPLETE
83,0.0,0.0768014192882366,1432.5465701161281,0.23139670972789375,COMPLETE
84,0.0,0.07227213886542126,86.28800552038354,10.906329060040873,COMPLETE
85,0.0,0.06859598286525227,5.410963465355921,94.7155176854975,COMPLETE
86,0.0,0.06666618370859169,167.24127039872647,0.0918432072931006,COMPLETE
87,0.0,0.059995145755119196,1288.1500253465642,0.00011461296330832796,COMPLETE
88,0.0,0.07131481642292517,16.645638875718653,0.0022813939542548544,COMPLETE
89,0.0,0.07401039593830629,6.577254312266043,0.058103492598374384,COMPLETE
90,0.0,0.07226441990772049,3.6670946760424137,0.0004877768203322324,COMPLETE
91,0.0,0.07959753884468018,0.06666467141572965,0.00042671146486399135,COMPLETE
92,0.0,0.07054230375107536,49.76220198678533,0.0006044570093019373,COMPLETE
93,0.0,0.0592925048819235,587.1847557328076,0.00014034088142352483,COMPLETE
94,0.0,0.07025083041259388,0.6525572493615062,0.4925704587555795,COMPLETE
95,0.0,0.07280449293294151,0.016204278143466012,0.4925704587555795,COMPLETE
96,0.0,0.07215803653541075,7331.0147918883895,0.025709443136546162,COMPLETE
97,0.0,0.06868050797266317,0.16531503360664604,0.013624577642684724,COMPLETE
98,0.0,0.07045417828066515,0.14175848225886795,0.14803445062285497,COMPLETE
99,0.0,0.0746940061856618,587.1847557328076,16.41219491294407,COMPLETE
100,0.0,0.07566714487981087,128.7276491040635,0.002291512878983546,COMPLETE
101,0.0,0.07622385159201804,0.550662502520241,0.002291512878983546,COMPLETE
102,0.0,0.07636011035357236,4.616144317872392,0.5281191555208476,COMPLETE
103,0.0,0.07457091047368107,0.16323443879244282,13.97999915443519,COMPLETE
104,0.0,0.07096081934853649,4.192998761144268,0.014904096979930732,COMPLETE
105,0.0,0.07842987615305103,2.4584547433787884,0.0007127702803752188,COMPLETE
106,0.0,0.07069311999575986,0.03500563388260496,77.43534784920483,COMPLETE
