number,values_0,values_1,params_delta_deg,params_gamma,params_lambda1,params_lambda3,state
35,0.12685,0.688747417041729,3.790531816933903,5.700713517581756,4722.573507795204,43.97293913130812,COMPLETE
36,0.0916,0.23650563218609055,3.58313464608959,2.7857507304507183,2.136762935747518,54.63099150658512,COMPLETE
37,0.107,0.5449448106862397,3.9991657306056503,9.413482932589199,0.6675336240955052,0.6805162092954433,COMPLETE
38,0.06765,0.1828926969686687,7.351751324003693,1.2992706708708701,0.022872403443138362,0.7242985480394712,COMPLETE
39,0.0973,0.3365304560395326,3.4378312476670434,4.144651829759461,0.33545717069597697,42.463823558415875,COMPLETE
40,0.1228,0.7225573496144068,7.3111785443559505,5.0511732625518295,285.7790488175034,0.1399163420901721,COMPLETE
41,0.0888,0.18695060986736156,3.4099180219956797,1.9873909843390936,0.17367781104921115,3.4810098741224977,COMPLETE
42,0.0747,0.15304856734030373,2.210908662319974,1.371223183378064,0.919210048293306,12.630413240768252,COMPLETE
43,0.102,0.2754796663322057,0.2960079642618221,6.760916388246953,2.146591394793584,51.366314923631336,COMPLETE
44,0.08515,0.22493855255866851,2.8711698160207777,1.2566093898263968,128.16678613219463,67.732139360194,COMPLETE
45,0.0839,0.23839264110280114,5.960138319014591,2.824148953430383,0.33284075795421086,52.25838045736777,COMPLETE
46,0.0858,0.5507852880901211,7.257271731141275,5.196045314781185,1.9411683121291674,1.526275265602974,COMPLETE
47,0.08995,0.3344432579825694,1.61247810963069,3.0750105499467444,3.7592603356883285,0.3853203834060334,COMPLETE
48,0.1258,0.6473776729625698,6.812644630608508,4.510361913834067,0.5549010274448358,0.012443470054244883,COMPLETE
49,0.0795,0.33062986091564434,4.097318033812412,2.082816787946359,0.01682899849443549,0.19921512103521935,COMPLETE
50,0.0956,0.44428753093944995,1.0562859813305001,2.6307048556380646,2313.9683548246926,4.072504836370441,COMPLETE
