number,values_0,values_1,params_delta_deg,params_gamma,params_lambda1,params_lambda2,params_lambda3,params_lambda4,state
138,0.0793,0.1088907296255714,3.648784836030647,1.2040091754117725,3.485140712945967,0.026259923360087825,2.3867180847560436,0.004310144407388657,COMPLETE
139,0.09155,0.541893116457374,1.944228898049904,8.045383839335162,0.9778676866151991,51.0531204742495,0.027371668774221813,1.5335060532903536e-12,COMPLETE
140,0.0483,0.22985721249617236,5.393620482915155,1.0726049388472807,9.434796325054796,0.12334057452230227,2.500142582090174,7.328180654629187e-13,COMPLETE
141,0.0714,0.6751914882032071,2.912215431811724,8.359124144204223,0.020393106282222583,74.2333603186583,4.230818933588808,5.859062195891965e-11,COMPLETE
142,0.08145,0.4703648846923551,2.056316300425298,2.482394522313402,0.019607071158490193,65.91421242394496,0.9620461422018579,2.2439192870621904e-12,COMPLETE
143,0.08175,0.15399092446765256,2.9426164753918824,1.09673513268978,687.6639452288613,0.9057350711055674,58.07424735578379,0.00014553753353913117,COMPLETE
144,0.06145,0.19506180962336175,4.017358842836631,4.858983659361449,29.972009288600017,508.77693357446805,0.0946298025542308,3.3314287935856114e-05,COMPLETE
145,0.05185,0.2702961375696389,3.4651180931236705,1.6279687987777078,1.9562826277387932,3.858204027730059,80.46577679760097,3.5927407686743757e-10,COMPLETE
146,0.06475,0.3558813586247972,3.999286460242423,2.8036597183497527,0.014163043718649002,0.17740617781052795,17.543999742650467,7.242135537625552e-11,COMPLETE
147,0.0393,0.22517932940692006,4.3548083271808515,1.2514228997847865,1.0946066447217027,8.680295911464182,11.19024988081793,8.720647859508846e-11,COMPLETE
148,0.0866,0.7579254522262502,2.6687924132954657,6.875144787901625,208.22607295194175,0.1013397086496358,0.01777158201797886,1.5085857231899863e-09,COMPLETE
149,0.07965,0.5512429988340058,5.720174263997889,2.839979984936102,6.544484254749669,38.169107570273646,0.34020977960576515,1.1682701663189634e-13,COMPLETE
150,0.07235,0.42792263502574407,3.7495801020287662,4.262624711237246,0.13781443311961294,2.707949194150179,4.230818933588808,1.5335060532903536e-12,COMPLETE
